city,town,district,neighborhood
kastamonu,devrekani,merkezkoyler,sekerci mah (saraydurak koyu)
ordu,unye,merkez,denizbuku mah
van,ercis,merkez,kisla mah
kilis,merkez,merkezkoyler,akdilek mah (duruca koyu)
sirnak,idil,merkezkoyler,tekekoy koyu
manisa,yunusemre,laleli,laleli mah
bursa,nilufer,ihsaniye,ihsaniye mah
mugla,mentese,merkez,bozyer mah
ankara,mamak,gulveren,altinevler mah
bartin,amasra,merkezkoyler,deremescit mah (kocakoy koyu)
elazig,sivrice,merkezkoyler,kosebayir koyu
kutahya,simav,merkezkoyler,taskoy koyu
tokat,merkez,geyras,cay mah
osmaniye,merkez,merkezkoyler,orucgazi koyu
bartin,ulus,kumluca,ali kadioglu mah (hisarkoy koyu)
artvin,savsat,merkezkoyler,recephane mah (velikoy koyu)
edirne,ipsala,merkezkoyler,ahir koyu
sakarya,arifiye,merkez,adliye mah
ardahan,posof,merkezkoyler,kir mah (kirkoy koyu)
erzurum,senkaya,merkez,dogankoy mah
denizli,tavas,merkez,ebecik mah
adiyaman,kahta,merkezkoyler,tabakli mah (belenli koyu)
agri,hamur,merkezkoyler,adimova koyu
batman,besiri,merkezkoyler,cigirli koyu
karabuk,safranbolu,merkezkoyler,akoren koyu
izmir,karabaglar,fahrettinaltay,metin oktay mah
burdur,merkez,merkezkoyler,cine koyu
antalya,kas,merkez,yenikoy mah
bartin,merkez,merkezkoyler,merkez mah (hacihatipoglu koyu)
istanbul,beylikduzu,yakuplu,marmara mah
burdur,merkez,cesmedami,sakarya mah
kastamonu,bozkurt,merkezkoyler,mahmut mah (ilisi koyu)
tokat,erbaa,merkezkoyler,irmak kenari mah (engelli koyu)
sivas,yildizeli,merkezkoyler,kadikoy koyu
kastamonu,kure,merkezkoyler,merkez mah (avcipinari koyu)
ardahan,gole,merkezkoyler,buyukaltinbulak koyu
kayseri,incesu,merkez,firinonu mah
artvin,yusufeli,merkezkoyler,soguksu mah (balalan koyu)
giresun,kesap,merkezkoyler,orta mah (bayramsah koyu)
sivas,zara,merkezkoyler,bozbel mah (zogalli koyu)
mersin,gulnar,merkez,orenpinar mah
kocaeli,izmit,merkez,durhasan mah
elazig,baskil,merkezkoyler,tepe alti mah (tavsanusagi koyu)
siirt,sirvan,merkezkoyler,suluyazi koyu
elazig,kovancilar,merkezkoyler,surekli koyu
gumushane,torul,merkezkoyler,dere mh. (guvemli koyu)
adiyaman,gerger,merkezkoyler,bazik mah (yayladali koyu)
kayseri,melikgazi,kilicaslan,melikgazi mah
zonguldak,caycuma,persembe,merkez mah (akcahatipler koyu)
kastamonu,merkez,merkezkoyler,imam mah (girdalli koyu)
kastamonu,kure,merkez,muderris mah
corum,merkez,merkezkoyler,merkez mah (kadideresi koyu)
manisa,kirkagac,merkez,hidiraga mah
giresun,tirebolu,merkezkoyler,merkez mah (kuskunlu koyu)
zonguldak,devrek,egerci,gucukler mah (ozyurt koyu)
kutahya,cavdarhisar,merkezkoyler,ilcikoren koyu
bartin,ulus,merkezkoyler,sorguncuk mah (yenikoy koyu)
elazig,merkez,merkezkoyler,savakli mah (yurekli koyu)
rize,pazar,merkezkoyler,liman mevki mah (balikci koyu)
rize,kalkandere,merkezkoyler,huseyinhoca koyu
bolu,merkez,merkezkoyler,tatlar yaylasi mah (tatlar koyu)
isparta,merkez,merkezkoyler,imrezi mah (kucukkisla koyu)
samsun,ladik,merkez,yenicami mah
bartin,merkez,merkezkoyler,turanlar koyu
kayseri,melikgazi,hurriyet,aydinlikevler mah
manisa,turgutlu,merkez,ataturk mah
tunceli,merkez,merkezkoyler,catderesi mz mah (cirali koyu)
kastamonu,taskopru,merkezkoyler,yeni mah (karapurcek koyu)
corum,bogazkale,merkezkoyler,kaymaz koyu
hatay,altinozu,merkez,kurtmezraasi mah
rize,pazar,merkezkoyler,soguksu mevki mah (aktas koyu)
bursa,iznik,merkez,boyalica mah
nevsehir,hacibektas,merkezkoyler,killik koyu
giresun,merkez,merkezkoyler,hatipoglu mah (sayca koyu)
konya,cumra,merkez,buyukaslama mah
bartin,merkez,kozcagiz,merkez mah (mamak koyu)
kastamonu,merkez,cebrail,isfendiyar mah
artvin,hopa,merkezkoyler,hacilar mah (camli koyu)
giresun,tirebolu,merkezkoyler,anlak mah (yalikoy koyu)
van,baskale,merkez,ilicak mah
giresun,alucra,merkez,mesudiye mah
elazig,maden,merkezkoyler,ozay mah (egrikavak koyu)
canakkale,can,merkezkoyler,sogutalan koyu
kayseri,pinarbasi,merkez,kaman mah
balikesir,susurluk,kayikci,gunaydin mah
hatay,erzin,merkez,sukru pasa mah
artvin,ardanuc,merkezkoyler,derebaglar mah (naldoken koyu)
eskisehir,odunpazari,kurtulus,kurtulus mah
burdur,merkez,yenice,yeni mah
agri,eleskirt,merkezkoyler,yesilova koyu
malatya,akcadag,merkez,bahri mah
kars,arpacay,merkezkoyler,tasdere koyu
sakarya,erenler,merkez,sukriye mah
erzincan,merkez,merkezkoyler,oglaktepe koyu
tokat,erbaa,merkez,karsiyaka mah
sanliurfa,suruc,merkez,eskioren mah
kastamonu,merkez,merkezkoyler,kiyik mah (merkez bucagi kiyik koyu)
bursa,inegol,merkez,dipsizgol mah
bolu,seben,merkezkoyler,yayla mah (tazilar koyu)
cankiri,ilgaz,merkezkoyler,koy merkezi mah (serceler koyu)
hatay,kumlu,merkez,kircaoglu mah
canakkale,can,merkezkoyler,alibeyciftligi koyu
balikesir,havran,merkez,yeni mah
sivas,imranli,merkezkoyler,demirtas koyu
diyarbakir,ergani,merkez,karaburcak mah
ankara,cankaya,yildiz,yildizevler mah
sanliurfa,siverek,merkez,karacadag mah
canakkale,ayvacik,merkezkoyler,kuplu yaylalari mah (sazli koyu)
cankiri,orta,merkezkoyler,kayilar mah (yaylakent koyu)
osmaniye,kadirli,merkezkoyler,tuccar mah (aydinlar koyu)
tokat,resadiye,merkezkoyler,buloglu mah (gollukoy koyu)
trabzon,vakfikebir,merkez,soguksu mah
bingol,merkez,merkezkoyler,asagikoy koyu
gumushane,torul,merkezkoyler,sogutozu mah (herek koyu)
kastamonu,taskopru,merkezkoyler,dolaydere mah (hamzaoglu koyu)
hatay,antakya,haraparasi,sirince mah
rize,findikli,merkezkoyler,bahar mah (saatkoy koyu)
konya,taskent,merkez,kecimen mah
adiyaman,kahta,merkezkoyler,karacaoren koyu
kars,merkez,kars,sukapi mah
usak,esme,merkezkoyler,konak koyu
tokat,merkez,merkezkoyler,aktepe mah (camlibel koyu)
adiyaman,kahta,merkezkoyler,beypinar mah (kayadibi koyu)
adiyaman,merkez,kuyucak,kozan koyu
tokat,resadiye,merkezkoyler,merkez mah (cinarcik koyu)
trabzon,carsibasi,merkez,kovanli mah
kastamonu,agli,merkezkoyler,merkez mah (kabaci koyu)
elazig,merkez,mustafapasa,karsiyaka mah
sivas,golova,merkezkoyler,ulucukur koyu
sinop,gerze,merkezkoyler,beceoglu mah (karli koyu)
gumushane,merkez,merkezkoyler,fazlioglu mah (ikisu koyu)
giresun,espiye,merkezkoyler,hizarcioglu mah (ibrahimseyh koyu)
antalya,korkuteli,merkez,mamatlar mah
kastamonu,merkez,merkezkoyler,eylence mah (esenler koyu)
kirikkale,keskin,merkezkoyler,gulkonak koyu
giresun,bulancak,kovanlik,yanikoba mah (dongeri koyu)
adana,seyhan,karayusuflu,zeytinli mah
diyarbakir,cermik,merkez,kalecik mah
diyarbakir,sur,balikcilarbasi,sati mah
istanbul,maltepe,kucukyali,altintepe mah
afyonkarahisar,sandikli,merkezkoyler,celiloglu koyu
yozgat,sorgun,merkezkoyler,cavuslu mah (dogankent koyu)
osmaniye,kadirli,merkezkoyler,tekeli koyu
manisa,yunusemre,merkez,avdal mah
tokat,basciftlik,merkezkoyler,erikcayiri yaylasi mah (alan koyu)
denizli,tavas,merkez,avdan mah
sinop,merkez,merkezkoyler,muhsunlu mah (cobanlar koyu)
sivas,koyulhisar,merkezkoyler,karakum mah (akseki koyu)
ankara,nallihan,merkez,kuzucular mah
diyarbakir,dicle,merkez,baltaci mah
aydin,kusadasi,merkez,karaova mah
kahramanmaras,onikisubat,binevler,yunus emre mah
denizli,civril,merkez,tuglu mah
corum,bayat,merkezkoyler,komur ocagi-2 mah (karakaya koyu)
erzurum,askale,merkez,kucukgecit mah
konya,cihanbeyli,merkez,sigircik mah
gaziantep,sahinbey,duztepe,aydinbaba mah
adana,saricam,osmangazi,cerenli mah
tokat,turhal,merkezkoyler,zontu mah (kizkayasi koyu)
sinop,duragan,merkezkoyler,kirencikovasi mah (golalan koyu)
siirt,sirvan,merkezkoyler,cayagzi mah (ikizler koyu)
bingol,solhan,merkezkoyler,balli mah (arslanbeyli koyu)
amasya,tasova,merkezkoyler,ciftlik mah (karlik koyu)
isparta,senirkent,merkezkoyler,bulbul mah (akkecili koyu)
duzce,merkez,konuralp,merkez mah (kaymakci koyu)
kastamonu,merkez,merkezkoyler,karamukmolla mah (karamukmolla koyu)
kutahya,aslanapa,merkezkoyler,ahmet cavuslar mah (comlekci koyu)
rize,findikli,merkezkoyler,hemsin mah (yenikoy koyu)
yozgat,sefaatli,merkezkoyler,gozelli koyu
hakkari,merkez,hakkari,gazi mah
kastamonu,kure,merkezkoyler,merkez mah (cat koyu)
corum,mecitozu,merkezkoyler,kislacik koyu
kocaeli,golcuk,merkez,siyretiye mah
karaman,ermenek,merkezkoyler,eskice koyu
sinop,dikmen,merkezkoyler,cayagzi mah (kerim koyu)
ankara,polatli,merkez,sarioba mah
gumushane,torul,merkezkoyler,yayla evleri mah (buyukcit koyu)
corum,merkez,merkezkoyler,ahmediye koyu
zonguldak,merkez,merkezkoyler,celepcioglu mah (elvanpazarcik koyu)
diyarbakir,cinar,merkez,yesiltas mah
kars,kagizman,merkezkoyler,karakale koyu
mersin,mezitli,merkez,findikpinari mah
karaman,ermenek,merkez,sandikli mah
isparta,gelendost,merkezkoyler,sehitler mah (bagilli koyu)
kastamonu,daday,merkezkoyler,merkez mah (koccugaz koyu)
eskisehir,seyitgazi,merkez,oynas mah
artvin,yusufeli,merkezkoyler,satbigor mah (camlica koyu)
kahramanmaras,pazarcik,merkez,bescesme mah
malatya,yazihan,merkez,yeni mah
adiyaman,merkez,merkez koyler,akhisar koyu
giresun,merkez,merkezkoyler,buyuk karaali mah (karaali koyu)
afyonkarahisar,ihsaniye,merkezkoyler,muratlar koyu
balikesir,manyas,kayaca,eskimanyas mah
giresun,merkez,merkezkoyler,guney mah (akinci koyu)
samsun,vezirkopru,merkez,tikenli mah
sivas,merkez,merkez-koyler,gogusagili mah (akpinar koyu)
samsun,ayvacik,merkez,guzelyurt mah
agri,diyadin,merkezkoyler,asagitutek koyu
duzce,yigilca,merkezkoyler,ciftlik koyu
artvin,yusufeli,merkezkoyler,eygar mah (ishan koyu)
artvin,yusufeli,merkezkoyler,musagil mah (demirkoy koyu)
osmaniye,merkez,merkezkoyler,haraz mah (cona koyu)
karabuk,merkez,merkezkoyler,pirinclik mah (kahyalar koyu)
denizli,cal,merkez,sapcilar mah
mardin,nusaybin,merkez,dalliagac mah
rize,cayeli,merkez,kucukcaferpasa mah
canakkale,ezine,merkezkoyler,tas oba mah (derbentbasi koyu)
erzincan,tercan,merkezkoyler,konarli koyu
aydin,karpuzlu,merkez,tekeler mah
siirt,sirvan,cevizlik,bistan mah (kesmetas koyu)
denizli,kale,merkez,toki mah
nigde,ulukisla,merkezkoyler,kume1 mah (basmakci koyu)
adiyaman,kahta,merkezkoyler,korgudan mah (yaprakli koyu)
erzincan,uzumlu,merkezkoyler,cermik mah (karakaya koyu)
bursa,osmangazi,hisar,osmangazi mah
kocaeli,basiskele,kullar,karadenizliler mah
konya,selcuklu,merkez,bicer mah
afyonkarahisar,dinar,merkezkoyler,mustafa acar mah (dikici koyu)
aksaray,merkez,merkezkoyler,fatih mah (topakkaya koyu)
erzurum,oltu,merkez,igdeli mah
balikesir,altieylul,merkez,inkaya mah
isparta,sutculer,merkezkoyler,kuz mah (ayvalipinar koyu)
istanbul,eyupsultan,isiklar,odayeri mah
tokat,erbaa,merkezkoyler,kilicalan mah (akgun koyu)
karaman,merkez,merkezkoyler,arakoy mah (cerit koyu)
sanliurfa,viransehir,merkez,defterdar mah
samsun,bafra,merkez,yesilkoy mah
karabuk,ovacik,merkezkoyler,merkez mah (koltuk koyu)
usak,banaz,merkezkoyler,halaclar koyu
tokat,merkez,geyras,kabe-i mescid mah
kastamonu,taskopru,merkezkoyler,koca mah (omerli koyu)
kastamonu,cide,merkezkoyler,hidir mah (sofular koyu)
tokat,resadiye,merkezkoyler,hurriyet mah (nebiseyh koyu)
kastamonu,devrekani,merkezkoyler,bayramoglu mah (doguorcunler koyu)
istanbul,silivri,fener,fener mah
afyonkarahisar,sandikli,merkez,fatih mah
samsun,salipazari,merkez,kirgil mah
mardin,midyat,hukumet,yunus emre mah
kocaeli,golcuk,merkez,hamidiye mah
bingol,merkez,agaceli,naman mah (yenibaslar koyu)
bilecik,merkez,merkezkoyler,tascilar koyu
ankara,cankaya,maltepe,anittepe mah
samsun,kavak,merkez,tekkekoy mah
afyonkarahisar,dinar,merkez,dortyol mah
sakarya,pamukova,merkez,oruclu mah
samsun,kavak,merkez,alagomlek mah
gaziantep,karkamis,merkez,yolagzi mah
bartin,ulus,kumluca,candirlar mah (hisarkoy koyu)
kastamonu,hanonu,merkezkoyler,damlaca mah (yenice koyu)
aydin,kusadasi,merkez,ege mah
sivas,imranli,merkezkoyler,kelek mah (bulgurluk koyu)
samsun,canik,merkez,yayla mah
giresun,canakci,merkez,seku mah (deregozu koyu)
tunceli,pulumur,merkezkoyler,mutu mah (doganpinar koyu)
bilecik,golpazari,merkez,ismetpasa mah
burdur,merkez,merkezkoyler,cami mah (askeriye koyu)
kastamonu,catalzeytin,merkezkoyler,kesecik mah (cepni koyu)
tunceli,merkez,merkezkoyler,erler mah (batman koyu)
elazig,sivrice,merkezkoyler,yazi mah (kosebayir koyu)
bitlis,merkez,merkezkoyler,otluk mah (deliktas koyu)
burdur,golhisar,merkezkoyler,deprem evleri mah (evciler koyu)
yozgat,yenifakili,merkez,yeni mah
trabzon,arakli,merkez,merkezkoy mah
mus,merkez,merkezkoyler,depomevkii mah (cevizlidere koyu)
karaman,sariveliler,merkez,karakaya mah
mardin,nusaybin,merkez,ikiztepe mah
bartin,ulus,merkezkoyler,yenice mah (asagidere koyu)
elazig,sivrice,merkezkoyler,delolar mah (dortboluk koyu)
kastamonu,inebolu,merkezkoyler,sogutlu cesme mah (yaztepe koyu)
burdur,tefenni,merkez,yokus mah
cankiri,cerkes,merkezkoyler,merkez mah (corduk koyu)
manisa,yunusemre,merkez,kayapinar mah
van,ipekyolu,valimitatbey,yeni mah
elazig,maden,merkezkoyler,dere mah (citlikoy koyu)
ordu,kumru,merkez,catili mah
kastamonu,devrekani,merkezkoyler,yukari kupler mah (sariyonca koyu)
nevsehir,kozakli,merkezkoyler,doyduk koyu
istanbul,eyupsultan,isiklar,ihsaniye mah
tunceli,nazimiye,merkezkoyler,degirmendere mah (sapkoy koyu)
osmaniye,sumbas,merkezkoyler,zincarcik mah (ciceklidere koyu)
ankara,bala,merkez,kesikkopru kizilirmak mah
zonguldak,alapli,merkezkoyler,camcilar mah (camcilar koyu)
giresun,sebinkarahisar,merkezkoyler,yalniztam mah (kinik koyu)
kayseri,incesu,merkez,karahuyuk mah
giresun,kesap,merkezkoyler,goneb mah (altinpinar koyu)
corum,merkez,merkezkoyler,kavakli mah (aksungur koyu)
duzce,cumayeri,merkezkoyler,taslik koyu
zonguldak,devrek,merkezkoyler,karadere mah (tohumlar koyu)
bursa,osmangazi,hamitler,yenikent mah
kastamonu,merkez,merkezkoyler,aksinirosb mah (aksinir koyu)
elazig,baskil,merkezkoyler,memisler mah (asagikulusagi koyu)
van,gurpinar,merkez,yedisalkim mah
tunceli,mazgirt,merkezkoyler,temurtaht koyu
kutahya,tavsanli,merkezkoyler,1 mah (cobanlar koyu)
gumushane,kelkit,merkezkoyler,ozyurt mah (gumusgoze koyu)
aydin,didim,yenihisar,camlik mah
usak,esme,merkezkoyler,salvarli mah (oymali koyu)
antalya,kas,kalkan,bezirgan mah
sivas,susehri,merkezkoyler,saraycik koyu
aksaray,ortakoy,merkezkoyler,zafer mah (bozkir koyu)
bilecik,golpazari,merkezkoyler,incirli koyu
corum,sungurlu,merkezkoyler,sarikaya koyu
tunceli,mazgirt,merkezkoyler,lemper mah (obuzbasi koyu)
balikesir,susurluk,gobel,muradiye mah
antalya,elmali,merkez,gecit mah
kirsehir,mucur,merkez,yenice mah
erzurum,tekman,merkez,katranli mah
sakarya,erenler,merkez,kupculer mah
burdur,cavdir,merkezkoyler,pazar mah (sogut koyu)
istanbul,fatih,mahmutpasa,molla fenari mah
kastamonu,bozkurt,merkez,merkez mah
manisa,alasehir,merkez,dagarlar mah
duzce,merkez,konuralp,degirmenustu mah (samandere koyu)
samsun,bafra,merkez,bengu mah
gaziantep,sehitkamil,merkez,bedirkoy mah
bursa,iznik,merkez,gurmuzlu mah
manisa,alasehir,merkez,kurtulus mah
malatya,yesilyurt,merkez,fatih mah
osmaniye,kadirli,merkezkoyler,merkez mah (aydinlar koyu)
ardahan,gole,merkez,kazim karabekir mah
sivas,merkez,merkez-koyler,arabinyazisi mah (tokus koyu)
mardin,dargecit,merkez,gurgen mah
kastamonu,taskopru,merkezkoyler,yukari boyali mah (akcakese koyu)
mus,bulanik,merkezkoyler,bahcelievler mah (yemisen koyu)
corum,merkez,merkezkoyler,metinler mah (kurucay koyu)
izmir,menderes,merkez,oglananasi cumhuriyet mah
agri,patnos,merkezkoyler,incesu mah (uzungun koyu)
ordu,mesudiye,merkez,kose mah
edirne,uzunkopru,hamidiye,kadiagili koyu
konya,ilgin,merkez,ilica mah
duzce,cilimli,merkezkoyler,sarimese koyu
erzurum,hinis,merkez,ovacevirme mah
konya,karatay,mevlana,hacisadik mah
bartin,merkez,merkezkoyler,yumusaklar mah (kurt koyu)
rize,kalkandere,merkezkoyler,inci koyu
kastamonu,daday,merkezkoyler,kose mah (karacaagac koyu)
trabzon,besikduzu,merkez,aksakli mah
rize,merkez,gundogdu(hamidiye),ust mah (bogaz koyu)
giresun,dereli,merkezkoyler,hatipli mah (yesilkaya koyu)
balikesir,altieylul,gundogan,1.gundogan mah
burdur,merkez,merkezkoyler,aksu koyu
kutahya,emet,merkezkoyler,kalehisar mah (egrigoz koyu)
tokat,merkez,gokdere,mulk koyu
sirnak,idil,merkezkoyler,dumanli koyu
izmir,tire,merkez,isikli mah
eskisehir,odunpazari,kanlipinar,karatepe mah
batman,sason,merkezkoyler,koprubasi koyu
karabuk,safranbolu,merkezkoyler,belengur mah (nebioglu koyu)
bolu,merkez,merkezkoyler,merkez mah (kolkoy koyu)
kastamonu,devrekani,merkezkoyler,sokmen mah (ulamis koyu)
kastamonu,cide,merkezkoyler,kargalar mah (kethuda koyu)
samsun,havza,merkez,yenice mah
antalya,aksu,merkez,fettahli mah
giresun,espiye,merkezkoyler,kiran ust  mah (gulburnu koyu)
izmir,bergama,merkez,ismailli mah
corum,sungurlu,merkezkoyler,organize sanayi bolgesi mah (yorgali koyu)
ordu,ikizce,merkez,devecik mah
usak,esme,merkezkoyler,sihirbazli mah (aydinli koyu)
karabuk,eflani,merkezkoyler,omeroglu mah (osmanlar koyu)
kayseri,bunyan,merkez,buyuktuzhisar mah
canakkale,bayramic,merkezkoyler,tululer koyu
erzurum,karayazi,merkez,sakirkoy mah
mersin,tarsus,camliyayla,ibrisim mah
sivas,divrigi,merkezkoyler,cakiraga koyu
balikesir,kepsut,servet,tilkicik mah
giresun,gorele,merkezkoyler,merkez mah (recepli koyu)
ankara,kizilcahamam,merkez,pazar kinik mah
kastamonu,hanonu,merkezkoyler,sinnozu mah (kavak koyu)
aydin,didim,yenihisar,balat mah
ankara,beypazari,merkez,mikail mah
adiyaman,kahta,akincilar,dogantepe mah (oluklu koyu)
kahramanmaras,pazarcik,merkez,yesilkent mah
kocaeli,dilovasi,merkez,demirciler mah
samsun,carsamba,merkez,karabahce mah
balikesir,altieylul,plevne,plevne mah
sanliurfa,akcakale,merkez,koseoren mah
zonguldak,caycuma,merkezkoyler,sakallioglu mah (derekoseler koyu)
ordu,fatsa,merkez,kavraz mah
gaziantep,nurdagi,merkez,mehmet akif ersoy mah
agri,diyadin,merkezkoyler,zorava mah (boyalan koyu)
karabuk,eflani,merkezkoyler,topuz mah (kocacik koyu)
amasya,merkez,merkezkoyler,eski ardiclar mah (ardiclar koyu)
nigde,altunhisar,merkez,yukari mah
diyarbakir,cermik,merkez,bayirbagi mah
rize,findikli,merkezkoyler,nomaiki mah (sumer koyu)
erzincan,kemaliye,dutluca,kekikpinari koyu
isparta,gonen,merkezkoyler,kizilcik koyu
trabzon,ortahisar,bostanci,cilekli mah
ordu,kabaduz,karaduz,esenyurt mah
diyarbakir,sur,balikcilarbasi,kapaklipinar mah
giresun,espiye,merkezkoyler,tezderesi mah (ericek koyu)
aydin,kuyucak,merkez,derekoy mah
denizli,pamukkale,cesmebasi,kurtluca mah
tekirdag,suleymanpasa,merkez,gunduzlu mah
canakkale,merkez,merkezkoyler,kemel koyu
samsun,bafra,merkez,yakintas mah
batman,besiri,merkezkoyler,kayatepe koyu
elazig,baskil,merkezkoyler,bekcili mah (dogancik koyu)
yozgat,sefaatli,merkezkoyler,caferli koyu
bingol,genc,merkezkoyler,kayacik mah (binekli koyu)
sinop,dikmen,merkezkoyler,gupluce mah (yenikoy koyu)
ardahan,gole,merkezkoyler,gedik koyu
bartin,merkez,kozcagiz,yukari mah (karacaoglu koyu)
mersin,gulnar,merkez,demirozu mah
samsun,alacam,merkez,gultepe mah
bolu,gerede,merkezkoyler,merkez yayla mah (ortaca koyu)
ankara,ayas,merkez,gencali mah
tekirdag,malkara,merkez,gonence mah
kutahya,simav,merkez,101 evler mah
giresun,merkez,merkezkoyler,kiran mah (camili koyu)
gaziantep,sahinbey,konak,60.yil mah
giresun,tirebolu,merkezkoyler,camiyani mah (asagiboynuyogun koyu)
yozgat,sarikaya,merkezkoyler,ramadanli koyu
kirsehir,mucur,merkezkoyler,medetsiz koyu
kastamonu,bozkurt,merkezkoyler,merkez mah (keslik koyu)
bitlis,merkez,bitlis,husrev pasa mah
tekirdag,hayrabolu,merkez,kemallar mah
sivas,hafik,merkezkoyler,barcin mah (kizilcaoren koyu)
aksaray,ortakoy,balci,caber kumesi mah (catin koyu)
giresun,tirebolu,merkezkoyler,omerli mah (hacihuseyin koyu)
bitlis,ahlat,ovakisla,1.kume mah (alakir koyu)
artvin,savsat,merkez,sogutlu mah
eskisehir,tepebasi,tepebasikoy,danisment mah
denizli,acipayam,merkez,asagi mah
diyarbakir,bismil,merkez,altiok mah
hakkari,merkez,merkezkoyler,ogulcul mah (bagisli koyu)
gaziantep,sahinbey,merkez,saribasak mah
corum,alaca,merkezkoyler,yenice koyu
giresun,dogankent,merkez,yeni mah
corum,merkez,merkezkoyler,kizilkir mah (igdeli koyu)
batman,sason,merkezkoyler,kinali koyu
kahramanmaras,ekinozu,merkez,icmeler mah
bartin,amasra,merkezkoyler,demirciler mah (kazpinari koyu)
manisa,gordes,merkez,huseyni baba mah
bursa,karacabey,merkez,gazi mah
ordu,altinordu,saraycik,kayadibi mah
eskisehir,mahmudiye,merkez,topkaya mah
burdur,karamanli,merkezkoyler,cay mevkii mah (derekoy koyu)
karabuk,eskipazar,merkezkoyler,yemisler mah (tamislar koyu)
osmaniye,hasanbeyli,merkezkoyler,heyik mah (kalecik koyu)
sanliurfa,ceylanpinar,merkez,dikili mah
mus,varto,caylar,guzelkent koyu
tunceli,merkez,merkezkoyler,erdemli mz mah (gulec koyu)
edirne,enez,merkezkoyler,haskoy koyu
manisa,ahmetli,merkez,seydikoy mah
ordu,altinordu,saraycik,ovunduk mah
kastamonu,merkez,merkezkoyler,goktepe mah (evciler koyu)
adiyaman,kahta,merkezkoyler,kosa mah (cakiresme koyu)
kastamonu,cide,merkezkoyler,soguksu mah (toygarli koyu)
erzurum,tortum,merkez,kazandere mah
sanliurfa,siverek,merkez,asagikarabahce mah
corum,mecitozu,merkezkoyler,hisarkavak koyu
elazig,maden,merkezkoyler,gunbagi mah (kaslica koyu)
kastamonu,daday,merkezkoyler,asagi mah (bayramli koyu)
bolu,mudurnu,merkezkoyler,merkez mah (yaylabeli koyu)
bolu,kibriscik,merkezkoyler,merkez mah (karakoy koyu)
hakkari,semdinli,merkezkoyler,koryurek mah (gelisen koyu)
osmaniye,bahce,merkezkoyler,merkez mah (inderesi koyu)
kutahya,simav,merkezkoyler,fatih mah (nasa koyu)
mardin,midyat,hukumet,kayabasi mah
usak,merkez,merkezkoyler,dikmenler mah (uckuyular koyu)
konya,derbent,merkez,ciftlikozu mah
bingol,solhan,merkezkoyler,hun mah (oymapinar koyu)
bursa,mustafakemalpasa,merkez,fevzidede mah
eskisehir,sivrihisar,merkez,goktepe mah
afyonkarahisar,dinar,merkezkoyler,cerityaylasi koyu
kutahya,gediz,merkezkoyler,yagmurlar koyu
ordu,golkoy,merkez,hurriyet mah
erzincan,tercan,merkez,ataturk mah
erzurum,ispir,merkez,karahan mah
sanliurfa,siverek,merkez,basbuk mah
artvin,yusufeli,merkezkoyler,irmakyani mah (yunculer koyu)
sinop,boyabat,merkezkoyler,merkez mah (oren koyu)
karabuk,yenice,merkezkoyler,cakiroglu mah (kuzdag koyu)
artvin,yusufeli,merkezkoyler,yayigil mah (ishan koyu)
samsun,havza,merkez,belalan mah
sinop,boyabat,merkez,camlica mah
aksaray,merkez,taspinar,erenler osb mah (taspinar koyu)
kahramanmaras,pazarcik,merkez,eglen mah
